# creator_id: 0000-0002-2906-7319
# curie_map:
#   GARD: http://purl.obolibrary.org/obo/GARD_
#   Orphanet: http://www.orpha.net/ORDO/Orphanet_
#   OMIM: https://omim.org/entry/
#   OMIMPS: https://omim.org/phenotypicSeries/PS
#   semapv: https://w3id.org/semapv/
#   skos: http://www.w3.org/2004/02/skos/core#
# license: http://w3id.org/sssom/license/unspecified
subject_id	subject_label	predicate_id	object_id	object_label	subject_category	object_category	object_source	mapping_justification
GARD:114	X-linked Charcot-Marie-Tooth disease type 5	skos:narrowMatch	OMIM:311070	X-linked Charcot-Marie-Tooth disease type 5	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:116	Alpha-N-acetylgalactosaminidase deficiency type 1	skos:exactMatch	Orphanet:79279	Alpha-N-acetylgalactosaminidase deficiency type 1	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:116	Alpha-N-acetylgalactosaminidase deficiency type 1	skos:narrowMatch	OMIM:609241	Alpha-N-acetylgalactosaminidase deficiency type 1	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:117	Schinzel-Giedion syndrome	skos:exactMatch	Orphanet:798	Schinzel-Giedion syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:117	Schinzel-Giedion syndrome	skos:narrowMatch	OMIM:269150	Schinzel-Giedion syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:118	Ulnar-mammary syndrome	skos:exactMatch	Orphanet:3138	Ulnar-mammary syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:118	Ulnar-mammary syndrome	skos:narrowMatch	OMIM:181450	Ulnar-mammary syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:121	Focal facial dermal dysplasia type III	skos:exactMatch	Orphanet:1807	Focal facial dermal dysplasia type III	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:121	Focal facial dermal dysplasia type III	skos:narrowMatch	OMIM:227260	Focal facial dermal dysplasia type III	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:122	Singleton-Merten dysplasia	skos:exactMatch	Orphanet:85191	Singleton-Merten dysplasia	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:122	Singleton-Merten dysplasia	skos:narrowMatch	OMIM:616298	Singleton-Merten dysplasia	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:122	Singleton-Merten dysplasia	skos:narrowMatch	OMIM:182250	Singleton-Merten dysplasia	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:125	Acrokeratoelastoidosis of Costa	skos:exactMatch	Orphanet:38	Acrokeratoelastoidosis of Costa	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:125	Acrokeratoelastoidosis of Costa	skos:narrowMatch	OMIM:101850	Acrokeratoelastoidosis of Costa	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:127	Summitt syndrome	skos:exactMatch	Orphanet:3210	Summitt syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:127	Summitt syndrome	skos:narrowMatch	OMIM:272350	Summitt syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:132	Primary cutaneous amyloidosis	skos:exactMatch	Orphanet:137807	Primary cutaneous amyloidosis	Clinical group	Clinical group	Orphanet	semapv:ManualMappingCuration
GARD:134	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	skos:exactMatch	Orphanet:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:134	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	skos:narrowMatch	OMIM:184250	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:139	Familial atrial myxoma	skos:exactMatch	Orphanet:615	Familial atrial myxoma	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:139	Familial atrial myxoma	skos:narrowMatch	OMIM:255960	Familial atrial myxoma	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:140	Atresia of small intestine	skos:exactMatch	Orphanet:1201	Atresia of small intestine	Morphological anomaly	Morphological anomaly	Orphanet	semapv:ManualMappingCuration
GARD:140	Atresia of small intestine	skos:narrowMatch	OMIM:243600	Atresia of small intestine	Morphological anomaly	Morphological anomaly	Orphanet	semapv:ManualMappingCuration
GARD:143	Hypertrichosis cubiti	skos:exactMatch	Orphanet:2220	Hypertrichosis cubiti	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:143	Hypertrichosis cubiti	skos:narrowMatch	OMIM:139600	Hypertrichosis cubiti	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:144	Prominent glabella-microcephaly-hypogenitalism syndrome	skos:exactMatch	Orphanet:2083	Prominent glabella-microcephaly-hypogenitalism syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:144	Prominent glabella-microcephaly-hypogenitalism syndrome	skos:narrowMatch	OMIM:247990	Prominent glabella-microcephaly-hypogenitalism syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:155	Laurin-Sandrow syndrome	skos:exactMatch	Orphanet:2378	Laurin-Sandrow syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:155	Laurin-Sandrow syndrome	skos:narrowMatch	OMIM:135750	Laurin-Sandrow syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:156	Muscle-eye-brain disease	skos:exactMatch	Orphanet:588	Muscle-eye-brain disease	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:156	Muscle-eye-brain disease	skos:narrowMatch	OMIM:613153	Muscle-eye-brain disease	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:156	Muscle-eye-brain disease	skos:narrowMatch	OMIM:613150	Muscle-eye-brain disease	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:156	Muscle-eye-brain disease	skos:narrowMatch	OMIM:613154	Muscle-eye-brain disease	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:156	Muscle-eye-brain disease	skos:narrowMatch	OMIM:615350	Muscle-eye-brain disease	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:156	Muscle-eye-brain disease	skos:narrowMatch	OMIM:253800	Muscle-eye-brain disease	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:156	Muscle-eye-brain disease	skos:narrowMatch	OMIM:615181	Muscle-eye-brain disease	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:156	Muscle-eye-brain disease	skos:narrowMatch	OMIM:236670	Muscle-eye-brain disease	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:156	Muscle-eye-brain disease	skos:narrowMatch	OMIM:253280	Muscle-eye-brain disease	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:157	Hirschsprung disease-deafness-polydactyly syndrome	skos:exactMatch	Orphanet:2155	Hirschsprung disease-deafness-polydactyly syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:157	Hirschsprung disease-deafness-polydactyly syndrome	skos:narrowMatch	OMIM:235740	Hirschsprung disease-deafness-polydactyly syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:158	Sarcosinemia	skos:exactMatch	Orphanet:3129	Sarcosinemia	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:158	Sarcosinemia	skos:narrowMatch	OMIM:268900	Sarcosinemia	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:159	Scalp-ear-nipple syndrome	skos:exactMatch	Orphanet:2036	Scalp-ear-nipple syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:159	Scalp-ear-nipple syndrome	skos:narrowMatch	OMIM:181270	Scalp-ear-nipple syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:160	Satoyoshi syndrome	skos:exactMatch	Orphanet:3130	Satoyoshi syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:160	Satoyoshi syndrome	skos:narrowMatch	OMIM:600705	Satoyoshi syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:162	Cleft palate-large ears-small head syndrome	skos:exactMatch	Orphanet:2013	Cleft palate-large ears-small head syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:162	Cleft palate-large ears-small head syndrome	skos:narrowMatch	OMIM:181180	Cleft palate-large ears-small head syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:166	Schizencephaly	skos:exactMatch	Orphanet:799	Schizencephaly	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:166	Schizencephaly	skos:narrowMatch	OMIM:269160	Schizencephaly	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:169	Schneckenbecken dysplasia	skos:exactMatch	Orphanet:3144	Schneckenbecken dysplasia	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:169	Schneckenbecken dysplasia	skos:narrowMatch	OMIM:269250	Schneckenbecken dysplasia	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:172	Macrocephaly-short stature-paraplegia syndrome	skos:exactMatch	Orphanet:2427	Macrocephaly-short stature-paraplegia syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:175	Free sialic acid storage disease, infantile form	skos:exactMatch	Orphanet:309324	Free sialic acid storage disease, infantile form	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:175	Free sialic acid storage disease, infantile form	skos:narrowMatch	OMIM:269920	Free sialic acid storage disease, infantile form	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:176	Macrophagic myofasciitis	skos:exactMatch	Orphanet:592	Macrophagic myofasciitis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:177	Macrosomia-microphthalmia-cleft palate syndrome	skos:exactMatch	Orphanet:2432	Macrosomia-microphthalmia-cleft palate syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:177	Macrosomia-microphthalmia-cleft palate syndrome	skos:narrowMatch	OMIM:248110	Macrosomia-microphthalmia-cleft palate syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:178	MOMO syndrome	skos:exactMatch	Orphanet:2563	MOMO syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:178	MOMO syndrome	skos:narrowMatch	OMIM:157980	MOMO syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:180	MYH9-related disease	skos:exactMatch	Orphanet:182050	MYH9-related disease	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:180	MYH9-related disease	skos:narrowMatch	OMIM:155100	MYH9-related disease	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:181	Stargardt disease	skos:exactMatch	Orphanet:827	Stargardt disease	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:181	Stargardt disease	skos:narrowMatch	OMIM:603786	Stargardt disease	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:181	Stargardt disease	skos:narrowMatch	OMIM:600110	Stargardt disease	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:181	Stargardt disease	skos:narrowMatch	OMIM:248200	Stargardt disease	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:182	Best vitelliform macular dystrophy	skos:exactMatch	Orphanet:1243	Best vitelliform macular dystrophy	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:182	Best vitelliform macular dystrophy	skos:narrowMatch	OMIM:153700	Best vitelliform macular dystrophy	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:184	Yellow nail syndrome	skos:exactMatch	Orphanet:662	Yellow nail syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:184	Yellow nail syndrome	skos:narrowMatch	OMIM:153300	Yellow nail syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:192	Cataract-intellectual disability-anal atresia-urinary defects syndrome	skos:exactMatch	Orphanet:1381	Cataract-intellectual disability-anal atresia-urinary defects syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:193	Opitz GBBB syndrome	skos:exactMatch	Orphanet:2745	Opitz GBBB syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:193	Opitz GBBB syndrome	skos:narrowMatch	OMIM:300000	Opitz GBBB syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:194	Gamma-aminobutyric acid transaminase deficiency	skos:exactMatch	Orphanet:2066	Gamma-aminobutyric acid transaminase deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:194	Gamma-aminobutyric acid transaminase deficiency	skos:narrowMatch	OMIM:613163	Gamma-aminobutyric acid transaminase deficiency	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:195	Hyperkalemic periodic paralysis	skos:exactMatch	Orphanet:682	Hyperkalemic periodic paralysis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:195	Hyperkalemic periodic paralysis	skos:narrowMatch	OMIM:170500	Hyperkalemic periodic paralysis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:198	Proximal spinal muscular atrophy type 3	skos:exactMatch	Orphanet:83419	Proximal spinal muscular atrophy type 3	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:198	Proximal spinal muscular atrophy type 3	skos:narrowMatch	OMIM:253400	Proximal spinal muscular atrophy type 3	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:200	Central serous chorioretinopathy	skos:exactMatch	Orphanet:443079	Central serous chorioretinopathy	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:201	Ascher syndrome	skos:exactMatch	Orphanet:1253	Ascher syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:201	Ascher syndrome	skos:narrowMatch	OMIM:109900	Ascher syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:206	Nephronophthisis	skos:exactMatch	Orphanet:655	Nephronophthisis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:206	Nephronophthisis	skos:narrowMatch	OMIM:606966	Nephronophthisis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:206	Nephronophthisis	skos:narrowMatch	OMIM:614377	Nephronophthisis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:206	Nephronophthisis	skos:narrowMatch	OMIM:615382	Nephronophthisis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:206	Nephronophthisis	skos:narrowMatch	OMIM:615862	Nephronophthisis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:206	Nephronophthisis	skos:narrowMatch	OMIM:617271	Nephronophthisis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:206	Nephronophthisis	skos:narrowMatch	OMIM:602088	Nephronophthisis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:206	Nephronophthisis	skos:narrowMatch	OMIM:613159	Nephronophthisis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:206	Nephronophthisis	skos:narrowMatch	OMIM:613820	Nephronophthisis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:206	Nephronophthisis	skos:narrowMatch	OMIM:613824	Nephronophthisis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:206	Nephronophthisis	skos:narrowMatch	OMIM:611498	Nephronophthisis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:206	Nephronophthisis	skos:narrowMatch	OMIM:256100	Nephronophthisis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:206	Nephronophthisis	skos:narrowMatch	OMIM:604387	Nephronophthisis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:207	Alveolar echinococcosis	skos:exactMatch	Orphanet:284	Alveolar echinococcosis	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:212	Oculodental syndrome, Rutherfurd type	skos:exactMatch	Orphanet:2709	Oculodental syndrome, Rutherfurd type	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:212	Oculodental syndrome, Rutherfurd type	skos:narrowMatch	OMIM:180900	Oculodental syndrome, Rutherfurd type	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:213	Axial mesodermal dysplasia spectrum	skos:exactMatch	Orphanet:1834	Axial mesodermal dysplasia spectrum	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:215	Familial caudal dysgenesis	skos:exactMatch	Orphanet:1768	Familial caudal dysgenesis	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:216	Camptodactyly-joint contractures-facial skeletal defects syndrome	skos:exactMatch	Orphanet:1323	Camptodactyly-joint contractures-facial skeletal defects syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:216	Camptodactyly-joint contractures-facial skeletal defects syndrome	skos:narrowMatch	OMIM:602612	Camptodactyly-joint contractures-facial skeletal defects syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:218	Rotor syndrome	skos:exactMatch	Orphanet:3111	Rotor syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:218	Rotor syndrome	skos:narrowMatch	OMIM:237450	Rotor syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:220	Peripartum cardiomyopathy	skos:exactMatch	Orphanet:563	Peripartum cardiomyopathy	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:221	Dilated cardiomyopathy	skos:exactMatch	Orphanet:217604	Dilated cardiomyopathy	Category	Category	Orphanet	semapv:ManualMappingCuration
GARD:223	Vestibular schwannoma	skos:exactMatch	Orphanet:252175	Vestibular schwannoma	Clinical subtype	Clinical subtype	Orphanet	semapv:ManualMappingCuration
GARD:224	Radio-renal syndrome	skos:exactMatch	Orphanet:3015	Radio-renal syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:224	Radio-renal syndrome	skos:narrowMatch	OMIM:179280	Radio-renal syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:225	Radial hemimelia	skos:exactMatch	Orphanet:93321	Radial hemimelia	Morphological anomaly	Morphological anomaly	Orphanet	semapv:ManualMappingCuration
GARD:226	Rabson-Mendenhall syndrome	skos:exactMatch	Orphanet:769	Rabson-Mendenhall syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:226	Rabson-Mendenhall syndrome	skos:narrowMatch	OMIM:262190	Rabson-Mendenhall syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:229	Gómez-López-Hernández syndrome	skos:exactMatch	Orphanet:1532	Gómez-López-Hernández syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:229	Gómez-López-Hernández syndrome	skos:narrowMatch	OMIM:601853	Gómez-López-Hernández syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:230	Microcephaly-deafness-intellectual disability syndrome	skos:exactMatch	Orphanet:2533	Microcephaly-deafness-intellectual disability syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:230	Microcephaly-deafness-intellectual disability syndrome	skos:narrowMatch	OMIM:156620	Microcephaly-deafness-intellectual disability syndrome	Malformation syndrome	Malformation syndrome	Orphanet	semapv:ManualMappingCuration
GARD:231	CACH syndrome	skos:exactMatch	Orphanet:135	CACH syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
GARD:231	CACH syndrome	skos:narrowMatch	OMIM:603896	CACH syndrome	Disease	Disease	Orphanet	semapv:ManualMappingCuration
